movieId,Title,bag_of_words
55872,August Rush,freddiehighmore kerirussell jonathanrhysmeyers terrencehoward kirstensheridan D r a m a   M u s i c a l
105197,Nebraska,brucedern willforte junesquibb bobodenkirk alexanderpayne A d v e n t u r e   D r a m a
5108,John Q,gabrielaoltean denzelwashington kimberlyelise ronannabelle nickcassavetes C r i m e   D r a m a   T h r i l l e r
142867,Tiger House,kayascodelario edskrein dougrayscott langleykirkwood thomasdaley A c t i o n   C r i m e   D r a m a
168254,Kong: Skull Island,tomhiddleston samuell.jackson brielarson johnc.reilly jordanvogt-roberts A c t i o n   A d v e n t u r e   F a n t a s y
33410,Crackerjack,mickmolloy billhunter frankwilson monicamaughan paulmoloney C o m e d y
49280,Bobby,harrybelafonte joybryant nickcannon emilioestevez emilioestevez D r a m a
636,Frisk,michaelgunther craigchester michaelstock raoulo'connell toddverow D r a m a
7364,Intermission,colinfarrell kerrycondon johnnythompson emmabolger johncrowley C o m e d y   C r i m e   D r a m a
6887,Radio,cubagoodingjr. edharris alfrewoodard s.epathamerkerson michaeltollin D r a m a
104944,Short Term 12,brielarson johngallagherjr. stephaniebeatriz ramimalek destindanielcretton D r a m a
4976,Iris,katewinslet hughbonneville judidench jimbroadbent richardeyre D r a m a
1613,Star Maps,douglasspain efrainfigueroa kandeycejorden marthavelez miguelarteta D r a m a
3248,Sister Act 2: Back in the Habit,whoopigoldberg kathynajimy barnardhughes marywickes billduke C o m e d y
49642,Unaccompanied Minors,lewisblack wilmervalderrama tylerjameswilliams dyllanchristopher paulfeig C h i l d r e n   C o m e d y
120474,Toy Story That Time Forgot,tomhanks timallen kristenschaal kevinmckidd stevepurcell A n i m a t i o n   C h i l d r e n
3991,102 Dalmatians,glennclose gérarddepardieu ioangruffudd aliceevans kevinlima C h i l d r e n   C o m e d y
2331,Living Out Loud,hollyhunter dannydevito queenlatifah martindonovan richardlagravenese C o m e d y   D r a m a   R o m a n c e
6695,Jeepers Creepers 2,raywise jonathanbreck garikayimutambirwa ericnenninger victorsalva H o r r o r   T h r i l l e r
241,Fluke,samuell.jackson matthewmodine nancytravis ericstoltz carlocarlei C h i l d r e n   D r a m a
79057,Predators,adrienbrody tophergrace alicebraga waltongoggins nimródantal A c t i o n   S c i - F i   T h r i l l e r
705,Cosi,benmendelsohn barryotto tonicollette rachelgriffiths markjoffe C o m e d y
43917,Eight Below,paulwalker brucegreenwood moonbloodgood wendycrewson frankmarshall A c t i o n   A d v e n t u r e   D r a m a   R o m a n c e
5525,Mostly Martha,martinagedeck maximefoerste sergiocastellitto augustzirner sandranettelbeck C o m e d y   D r a m a   R o m a n c e
1875,Clockwatchers,tonicollette parkerposey lisakudrow alannaubach jillsprecher C o m e d y
4735,Ghosts of Mars,natashahenstridge icecube jasonstatham cleaduvall johncarpenter H o r r o r   S c i - F i   T h r i l l e r
3942,Sorority House Massacre II,gailthackray melissamoore staciazhivago barbii jimwynorski H o r r o r
7020,Proof,gwynethpaltrow anthonyhopkins jakegyllenhaal dannymccarthy johnmadden C o m e d y   D r a m a   R o m a n c e
26712,35 Up,brucebalden jacquelinebassett symonbasterfield andrewbrackfield michaelapted D o c u m e n t a r y
8605,Taxi 3,samynaceri frédéricdiefenthal bernardfarcy bailing gérardkrawczyk A c t i o n   C o m e d y
26693,It,jaedenmartell jeremyraytaylor sophialillis finnwolfhard andymuschietti D r a m a   F a n t a s y   H o r r o r   M y s t e r y   T h r i l l e r
1858,Mr. Nice Guy,jackiechan richardnorton mikilee karenmclymont sammokam-bohung A c t i o n   C o m e d y
5454,Mo' Money,damonwayans staceydash joesantos johndiehl petermacdonald C o m e d y   R o m a n c e
6996,Highlander II: The Quickening,christopherlambert seanconnery virginiamadsen michaelironside russellmulcahy A c t i o n   S c i - F i
113573,Sin City: A Dame to Kill For,"mickeyrourke jessicaalba joshbrolin josephgordon-levitt frankmiller,robertrodriguez A c t i o n   C r i m e   T h r i l l e r"
48698,Deliver Us from Evil,ericbana edgarramírez oliviamunn chriscoy scottderrickson D o c u m e n t a r y
31184,Appleseed,"aikobayashi jûrôtakosugi mamikoyama mihoyamada shinjiaramaki,stevenfoster A c t i o n   A n i m a t i o n   F a n t a s y   S c i - F i"
4030,Dracula 2000,gerardbutler christopherplummer jonnyleemiller justinewaddell patricklussier H o r r o r
2518,Night Shift,henrywinkler michaelkeaton shelleylong ginahecht ronhoward C o m e d y
554,Trial by Jury,joannewhalley armandassante gabrielbyrne williamhurt heywoodgould C r i m e   D r a m a   T h r i l l e r
40581,Just Friends,ryanreynolds amysmart annafaris chrisklein rogerkumble C o m e d y   R o m a n c e
34332,Sky High,michaelangarano kurtrussell kellypreston daniellepanabaker mikemitchell A c t i o n   A d v e n t u r e   C h i l d r e n   C o m e d y
6422,Shenandoah,jamesstewart dougmcclure glenncorbett patrickwayne andrewv.mclaglen D r a m a   W a r   W e s t e r n
32291,Melinda and Melinda,wallaceshawn neilpepe stephanierothhaberle larrypine woodyallen C o m e d y   D r a m a
103306,Europa Report,danielwu sharltocopley christiancamargo karolinawydra sebastiáncordero S c i - F i   T h r i l l e r
107771,Only Lovers Left Alive,tildaswinton tomhiddleston antonyelchin miawasikowska jimjarmusch D r a m a   H o r r o r   R o m a n c e
107141,Saving Mr. Banks,emmathompson tomhanks annierosebuckley colinfarrell johnleehancock C o m e d y   D r a m a
8581,Pirates of Silicon Valley,noahwyle joeyslotnick j.g.hertzler anthonymichaelhall martynburke D o c u m e n t a r y   D r a m a
6242,Ringu,nanakomatsushima mikinakatani yûkotakeuchi hitomisatô hideonakata H o r r o r   M y s t e r y   T h r i l l e r
40870,C.R.A.Z.Y.,michelcôté marc-andrégrondin danielleproulx émilevallée jean-marcvallée D r a m a
1541,Addicted to Love,megryan matthewbroderick kellypreston tchékykaryo griffindunne C o m e d y   R o m a n c e
3596,Screwed,"normmacdonald davechappelle elainestritch dannydevito scottalexander,larrykaraszewski C o m e d y"
71450,Capitalism: A Love Story,williamblack jimmycarter elijahcummings baronhill michaelmoore D o c u m e n t a r y
172133,Another Year,jimbroadbent ruthsheen lesleymanville olivermaltman mikeleigh D r a m a
5541,Hot Shots!,charliesheen caryelwes valeriagolino lloydbridges jimabrahams A c t i o n   C o m e d y   R o m a n c e   W a r
42007,Rumor Has It...,jenniferaniston kevincostner shirleymaclaine markruffalo robreiner C o m e d y   D r a m a   R o m a n c e
5975,War and Peace,audreyhepburn henryfonda melferrer vittoriogassman kingvidor D r a m a   R o m a n c e   W a r
27074,Brave New World,"petergallagher leonardnimoy timguinee ryakihlstedt leslielibman,larrywilliams S c i - F i"
90469,Paranormal Activity 3,"laurenbittner christophernicholassmith chloecsengery jessicatylerbrown henryjoost,arielschulman H o r r o r"
7175,Torque,johnashker maxbeesley danecook icecube josephkahn A c t i o n   C r i m e
96488,Searching for Sugar Man,stephen'sugar'segerman denniscoffey miketheodore dandimaggio malikbendjelloul D o c u m e n t a r y
163937,Blair Witch,jamesallenmccune calliehernandez corbinreid brandonscott adamwingard H o r r o r   T h r i l l e r
42725,Grandma's Boy,lindacardellini allencovert peterdante shirleyjones nicholausgoossen C o m e d y
95105,Madagascar 3: Europe's Most Wanted,"benstiller chrisrock davidschwimmer jadapinkettsmith ericdarnell,tommcgrath,conradvernon A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   I M A X"
5221,Harrison's Flowers,andiemacdowell eliaskoteas brendangleeson adrienbrody éliechouraqui D r a m a
4233,Tomcats,jerryo'connell shannonelizabeth jakebusey horatiosanz gregorypoirier C o m e d y
36537,Thumbsucker,tedbeckman benjaminbratt vincentd'onofrio arvinv.entena mikemills C o m e d y   D r a m a
3747,Jesus' Son,billycrudup robertmichaelkelly torbenbrooks dierdrelewis alisonmaclean D r a m a
122916,Thor: Ragnarok,chrishemsworth tomhiddleston cateblanchett idriselba taikawaititi A c t i o n   A d v e n t u r e   S c i - F i
2977,Crazy in Alabama,melaniegriffith davidmorse lucasblack cathymoriarty antoniobanderas C o m e d y   D r a m a
26760,Wild Hearts Can't Be Broken,gabrielleanwar michaelschoeffling cliffrobertson dylankussman steveminer D r a m a   R o m a n c e
73860,Nowhere Boy,aarontaylor-johnson kristinscottthomas davidthrelfall joshbolt samtaylor-johnson D r a m a
78574,Winter's Bone,jenniferlawrence isaiahstone ashleethompson valerierichards debragranik D r a m a   T h r i l l e r
133802,Slow West,kodismit-mcphee carenpistorius aorerepaki jeffreythomas johnmaclean A c t i o n   T h r i l l e r   W e s t e r n
1773,Tokyo Fist,kaorifujii shin'yatsukamoto kôjitsukamoto naomasamusaka shin'yatsukamoto A c t i o n   D r a m a
2514,Pet Sematary II,edwardfurlong anthonyedwards clancybrown jaredrushton marylambert C o m e d y   H o r r o r
2443,Playing by Heart,angelinajolie dennisquaid aprilgrace patriciaclarkson willardcarroll D r a m a   R o m a n c e
42004,Transamerica,andreajames felicityhuffman dannyburstein mauriceorozco duncantucker A d v e n t u r e   C o m e d y   D r a m a
2824,On the Ropes,"samdoumit martingoldman harrykeitt randylittle nanetteburstein,brettmorgen D o c u m e n t a r y   D r a m a"
78034,Cemetery Junction,"tomhughes rickygervais christiancooke ralphfiennes rickygervais,stephenmerchant C o m e d y   D r a m a   R o m a n c e"
160438,Jason Bourne,mattdamon tommyleejones aliciavikander vincentcassel paulgreengrass A c t i o n
33722,Ladies in Lavender,judidench maggiesmith danielbrühl freddiejones charlesdance C o m e d y   D r a m a   R o m a n c e
74698,Tooth Fairy,dwaynejohnson ashleyjudd stephenmerchant ryansheckler michaellembeck C o m e d y   F a n t a s y
67734,Adventureland,jesseeisenberg kelseyledgin michaelzegen ryanmcfarland gregmottola C o m e d y   D r a m a
7460,Coffee and Cigarettes,robertobenigni stevenwright joielee cinquélee jimjarmusch C o m e d y   D r a m a
5875,Personal Velocity,kyrasedgwick parkerposey fairuzabalk johnventimiglia rebeccamiller D r a m a
88069,Delhi Belly,"imrankhan virdas kunaalroykapur shenaztreasury abhinaydeo,akshatverma C o m e d y   C r i m e"
6946,Looney Tunes: Back in Action,brendanfraser jennaelfman stevemartin timothydalton joedante A c t i o n   A n i m a t i o n   C h i l d r e n   F a n t a s y
71688,Jab We Met,shahidkapoor kareenakapoor tarunarora darasingh imtiazali C o m e d y   D r a m a   R o m a n c e
161582,Hell or High Water,daledickey benfoster chrispine williamsterchi davidmackenzie C r i m e   D r a m a
2681,Free Enterprise,ericmccormack carlbressler ethanglazer phyllisfranklin robertmeyerburnett C o m e d y   R o m a n c e   S c i - F i
4285,Frankie and Johnny,alpacino michellepfeiffer hectorelizondo nathanlane garrymarshall C o m e d y   R o m a n c e
4888,Tape,ethanhawke robertseanleonard umathurman richardlinklater D r a m a
45732,My Super Ex-Girlfriend,umathurman lukewilson annafaris rainnwilson ivanreitman C o m e d y   F a n t a s y   R o m a n c e
86504,Voices from the List,stevenspielberg leonleyson leopoldrosner ludmilapage michaelmayhew D o c u m e n t a r y
60141,St. Trinian's,"talulahriley ruperteverett jodiewhittaker gemmaarterton oliverparker,barnabythompson C h i l d r e n   C o m e d y"
125077,Eddie Izzard: Force Majeure Live,eddieizzard sarahtownsend C o m e d y
2154,How Stella Got Her Groove Back,angelabassett tayediggs whoopigoldberg reginaking kevinrodneysullivan D r a m a   R o m a n c e
3272,Bad Lieutenant,harveykeitel brianmcelroy frankacciarito peggygormley abelferrara C r i m e   D r a m a
764,Heavy,pruitttaylorvince shelleywinters livtyler debbieharry jamesmangold D r a m a   R o m a n c e
46965,Snakes on a Plane,samuell.jackson juliannamargulies nathanphillips rachelblanchard davidr.ellis A c t i o n   C o m e d y   H o r r o r   T h r i l l e r
5401,Undercover Brother,eddiegriffin chriskattan deniserichards aunjanueellis malcolmd.lee C o m e d y
212,Bushwhacked,danielstern jonpolito bradsullivan anndowd gregbeeman A d v e n t u r e   C o m e d y   C r i m e   M y s t e r y
2356,Celebrity,gregmottola jeffmazzola dickmingalone vladimirbibic woodyallen C o m e d y
4155,Sweet November,keanureeves charlizetheron jasonisaacs greggermann pato'connor D r a m a   R o m a n c e
111659,Maleficent,angelinajolie ellefanning sharltocopley lesleymanville robertstromberg A c t i o n   A d v e n t u r e   C h i l d r e n   I M A X
3446,Funny Bones,oliverplatt jerrylewis leeevans lesliecaron peterchelsom C o m e d y   D r a m a
89470,Contagion,gwynethpaltrow tienyouchui josieho dariastrokous stevensoderbergh S c i - F i   T h r i l l e r   I M A X
69134,Antichrist,willemdafoe charlottegainsbourg stormachechesahlstrøm larsvontrier D r a m a   F a n t a s y
1606,Kull the Conqueror,kevinsorbo tiacarrere thomasiangriffith litefoot johnnicolella A c t i o n   A d v e n t u r e
1475,Kama Sutra: A Tale of Love,indiravarma saritachoudhury ramontikaram naveenandrews miranair R o m a n c e
161131,War Dogs,milesteller stevelantz greggweiner davidpackouz toddphillips C o m e d y
113001,Family United,antoniodelatorre robertoálamo quimgutiérrez miquelfernández danielsánchezarévalo C o m e d y
1600,She's So Lovely,robinwright jamesgandolfini susantraylor harrydeanstanton nickcassavetes D r a m a   R o m a n c e
149830,Pride and Prejudice and Zombies,lilyjames samriley bellaheathcote elliebamber burrsteers C o m e d y   H o r r o r   R o m a n c e   T h r i l l e r
3553,Gossip,jamesmarsden lenaheadey normanreedus katehudson davisguggenheim D r a m a   T h r i l l e r
120,Race the Sun,halleberry jimbelushi billhunter caseyaffleck charlest.kanganis A d v e n t u r e   C o m e d y   D r a m a
142222,Demolition,jakegyllenhaal naomiwatts chriscooper judahlewis jean-marcvallée D r a m a
97923,Flight,nadinevelazquez denzelwashington cartercabassa adamc.edwards robertzemeckis D r a m a
27843,Machuca,matíasquer arielmateluna manuelamartelli alineküppenheim andréswood D r a m a
7038,Things You Can Tell Just by Looking at Her,glennclose camerondiaz calistaflockhart kathybaker rodrigogarcía D r a m a   R o m a n c e
4063,Prelude to a Kiss,alecbaldwin megryan kathybates nedbeatty normanrené C o m e d y   D r a m a   R o m a n c e
105420,Parkland,marciagayharden mattbarr zacefron mallorymoye peterlandesman D r a m a
5039,Dragonslayer,petermacnicol caitlinclarke ralphrichardson johnhallam matthewrobbins A c t i o n   A d v e n t u r e   F a n t a s y
26810,Bad Boy Bubby,nicholashope clairebenito ralphcotterill sydbrisbane rolfdeheer D r a m a
62081,Eagle Eye,shialabeouf michellemonaghan rosariodawson michaelchiklis d.j.caruso A c t i o n   C r i m e   T h r i l l e r   I M A X
2316,Practical Magic,sandrabullock nicolekidman stockardchanning diannewiest griffindunne D r a m a   F a n t a s y   M y s t e r y   R o m a n c e
6290,House of 1000 Corpses,sidhaig williambassett karenblack erindaniels robzombie H o r r o r
116897,Wild Tales,daríograndinetti maríamarull mónicavilla diegostarosta damiánszifron C o m e d y   D r a m a   T h r i l l e r
1460,That Darn Cat,christinaricci douge.doug deanjones georgedzundza bobspiers C h i l d r e n   C o m e d y   M y s t e r y
4141,Head Over Heels,monicapotter freddieprinzejr. shalomharlow ivanamilicevic markwaters C o m e d y   R o m a n c e
37545,Woyzeck,klauskinski evamattes wolfgangreichmann willysemmelrogge wernerherzog D r a m a
55282,30 Days of Night,joshhartnett melissageorge dannyhuston benfoster davidslade H o r r o r   T h r i l l e r
35,Carrington,emmathompson jonathanpryce stevenwaddington samuelwest christopherhampton D r a m a   R o m a n c e
5146,Vampire Hunter D: Bloodlust,andrewphilpot johnrafterlee pamelaadlon wendeelee yoshiakikawajiri A n i m a t i o n   F a n t a s y   H o r r o r   S c i - F i
76755,Peacock,cillianmurphy ellenpage susansarandon joshlucas michaellander T h r i l l e r
6620,American Splendor,"chrisambrose joeykrajcar joshhutcherson cameroncarter sharispringerberman,robertpulcini C o m e d y   D r a m a"
54775,War,jetli jasonstatham johnlone devonaoki philipg.atwell A c t i o n   T h r i l l e r
94931,Take This Waltz,michellewilliams sethrogen lukekirby sarahsilverman sarahpolley D r a m a   R o m a n c e
3999,Vertical Limit,chriso'donnell robintunney stuartwilson augiedavis martincampbell A c t i o n   A d v e n t u r e
71205,Jennifer's Body,meganfox amandaseyfried johnnysimmons adambrody karynkusama C o m e d y   H o r r o r   S c i - F i   T h r i l l e r
5799,Exodus,paulnewman evamariesaint ralphrichardson peterlawford ottopreminger D r a m a   R o m a n c e   W a r
4055,Panic,williamh.macy johnritter nevecampbell donaldsutherland henrybromell D r a m a
66171,Push,colinford joelgretsch djimonhounsou dakotafanning paulmcguigan S c i - F i   T h r i l l e r
140928,Joy,jenniferlawrence robertdeniro bradleycooper edgarramírez davido.russell C o m e d y   D r a m a
5220,Showtime,robertdeniro rachaelharris eddiemurphy zaidfarid tomdey A c t i o n   C o m e d y
74868,Dorian Gray,benbarnes johnhollingworth catosandford piptorrens oliverparker D r a m a   H o r r o r   S c i - F i
1119,Drunks,richardlewis lizaharris liamahern georgemartin petercohn D r a m a
7753,Tuesdays with Morrie,jacklemmon hankazaria wendymoniz carolineaaron mickjackson D r a m a
52606,Big Nothing,davidschwimmer simonpegg aliceeve nataschamcelhone jean-baptisteandrea C o m e d y   C r i m e   T h r i l l e r
1893,Beyond Silence,sylvietestud tatjanatrieb howieseago emmanuellelaborit carolinelink D r a m a
6810,Sleeping with the Enemy,juliaroberts patrickbergin kevinanderson elizabethlawrence josephruben D r a m a   T h r i l l e r
104913,Rush,chrishemsworth danielbrühl oliviawilde alexandramarialara ronhoward A c t i o n   D r a m a
4725,Session 9,davidcaruso stephengevedon paulguilfoyle joshlucas bradanderson H o r r o r   T h r i l l e r
3225,Down to You,freddieprinzejr. juliastiles selmablair shawnhatosy krisisacsson C o m e d y   R o m a n c e
33834,Land of the Dead,simonbaker johnleguizamo dennishopper asiaargento georgea.romero A c t i o n   H o r r o r   T h r i l l e r
105355,Blue Is the Warmest Color,léaseydoux adèleexarchopoulos salimkechiouche aurélienrecoing abdellatifkechiche D r a m a   R o m a n c e
2888,Drive Me Crazy,melissajoanhart adriangrenier stephencollins markmetcalf johnschultz C o m e d y   R o m a n c e
58627,Never Back Down,seanfaris amberheard camgigandet evanpeters jeffwadlow A c t i o n
6731,Day of the Dead,loricardille terryalexander josephpilato jarlathconroy georgea.romero H o r r o r   S c i - F i   T h r i l l e r
7484,Gimme Shelter,"therollingstones mickjagger charliewatts keithrichards albertmaysles,davidmaysles,charlottezwerin D o c u m e n t a r y"
117444,Song of the Sea,davidrawle brendangleeson lisahannigan fionnulaflanagan tommmoore A n i m a t i o n   C h i l d r e n   F a n t a s y
6723,Once Upon a Time in China III,jetli rosamundkwan siuchungmok xinxinxiong harktsui A c t i o n
47491,Adam's Apples,ulrichthomsen madsmikkelsen nicolasbro paprikasteen andersthomasjensen C o m e d y   D r a m a
7300,Vanishing Point,barrynewman cleavonlittle charlotterampling deanjagger richardc.sarafian A c t i o n   D r a m a
111743,A Million Ways to Die in the West,sethmacfarlane charlizetheron amandaseyfried liamneeson sethmacfarlane C o m e d y   W e s t e r n
103980,Blue Jasmine,cateblanchett joycarlin richardconti glencaspillo woodyallen D r a m a
40962,"Yours, Mine and Ours",lucilleball henryfonda vanjohnson louisetroy melvilleshavelson C o m e d y   R o m a n c e
54372,Tell No One,françoiscluzet marie-joséecroze andrédussollier kristinscottthomas guillaumecanet C r i m e   D r a m a   M y s t e r y   T h r i l l e r
104211,We're the Millers,jenniferaniston jasonsudeikis emmaroberts willpoulter rawsonmarshallthurber C o m e d y   C r i m e
146656,Creed,michaelb.jordan sylvesterstallone tessathompson phyliciarashad ryancoogler D r a m a
42730,Glory Road,joshlucas derekluke austinnichols jonvoight jamesgartner D r a m a
51834,Becoming Jane,annehathaway jamesmcavoy juliewalters jamescromwell julianjarrold D r a m a   R o m a n c e
159193,Café Society,stevecarell sheryllee toddweeks paulschackman woodyallen C o m e d y   D r a m a   R o m a n c e
40955,Breakfast on Pluto,cillianmurphy morganjones evabirthistle liamneeson neiljordan C o m e d y   D r a m a
99912,Mama,jessicachastain nikolajcoster-waldau megancharpentier isabellenélisse andymuschietti H o r r o r
4686,Weekend at Bernie's II,andrewmccarthy jonathansilverman terrykiser troybyer robertklane A d v e n t u r e   C o m e d y
32022,Gunner Palace,"bryantdavis devondixon javorndrummond elliotlovett petraepperlein,michaeltucker D o c u m e n t a r y   W a r"
4832,Carny,garybusey jodiefoster robbierobertson megfoster robertkaylor D r a m a
27790,Millions,alexetel lewismcgibbon jamesnesbitt daisydonovan dannyboyle C h i l d r e n   C o m e d y   C r i m e   D r a m a   F a n t a s y
59549,Shelter,trevorwright bradrowe tinaholmes jacksonwurth jonahmarkowitz D r a m a   R o m a n c e
5075,Waydowntown,fabfilippo donmckellar maryadelver gordoncurrie garyburns C o m e d y
5564,Swimfan,jessebradford erikachristensen shiriappleby kateburton johnpolson T h r i l l e r
281,Nobody's Fool,paulnewman jessicatandy brucewillis melaniegriffith robertbenton C o m e d y   D r a m a   R o m a n c e
65585,Bride Wars,katehudson annehathaway bryangreenberg chrispratt garywinick C o m e d y   R o m a n c e
60333,Encounters at the End of the World,wernerherzog scottrowland stefanpashov dougmacayeal wernerherzog D o c u m e n t a r y
4719,Osmosis Jones,"chrisrock laurencefishburne davidhydepierce brandynorwood bobbyfarrelly,peterfarrelly A c t i o n   A n i m a t i o n   C o m e d y   C r i m e   D r a m a   R o m a n c e   T h r i l l e r"
7115,Deep Red,davidhemmings darianicolodi gabrielelavia machaméril darioargento H o r r o r   M y s t e r y   T h r i l l e r
33819,Heights,chandlerwilliams besswohl glennclose elizabethbanks christerrio D r a m a
1163,Mina Tannenbaum,romanebohringer elsazylberstein florencethomassin jean-philippeécoffey martinedugowson D r a m a
80553,Howl,"jamesfranco toddrotondi jonprescott aarontveit robepstein,jeffreyfriedman D r a m a"
66915,Rock-A-Doodle,"philharris glencampbell eddiedeezen kathrynholcomb donbluth,garygoldman(co-director),dankuenster(co-director) A d v e n t u r e   A n i m a t i o n   C h i l d r e n   M u s i c a l"
6714,So Close,qishu weizhao karenmok seung-heonsong coreyyuen A c t i o n   C o m e d y   R o m a n c e   T h r i l l e r
473,In the Army Now,paulyshore andydick loripetty davidalangrier danielpetriejr. C o m e d y   W a r
6027,Dogfight,riverphoenix lilitaylor richardpanebianco anthonyclark nancysavoca D r a m a   R o m a n c e
7155,Calendar Girls,helenmirren juliewalters johnalderton lindabassett nigelcole C o m e d y
7352,Wilbur Wants to Kill Himself,jamiesives adrianrawlins shirleyhenderson lisamckinlay lonescherfig C o m e d y   D r a m a   R o m a n c e
140711,American Ultra,jesseeisenberg kristenstewart tophergrace conniebritton nimanourizadeh A c t i o n   C o m e d y   S c i - F i   T h r i l l e r
4203,Harley Davidson and the Marlboro Man,mickeyrourke donjohnson chelseafield danielbaldwin simonwincer A c t i o n   C r i m e   D r a m a
47950,Hollywoodland,adrienbrody dianelane benaffleck bobhoskins allencoulter C r i m e   D r a m a   M y s t e r y   T h r i l l e r
57910,Teeth,jessweixler johnhensley joshpais haleappleman mitchelllichtenstein C o m e d y   H o r r o r
90528,This Must Be the Place,seanpenn olwenfouéré evehewson johnnyward paolosorrentino C r i m e   D r a m a   T h r i l l e r
3238,Eye of the Beholder,ewanmcgregor ashleyjudd patrickbergin genevièvebujold stephanelliott T h r i l l e r
50794,Smokin' Aces,ryanreynolds rayliotta josephruskin alexrocco joecarnahan A c t i o n   C r i m e   D r a m a   T h r i l l e r
55094,In the Valley of Elah,tommyleejones charlizetheron jasonpatric susansarandon paulhaggis D r a m a   M y s t e r y
5272,Time Out,aurélienrecoing karinviard sergelivrozet jean-pierremangeot laurentcantet D r a m a
1392,Citizen Ruth,lauradern swoosiekurtz kurtwoodsmith marykayplace alexanderpayne C o m e d y   D r a m a
5451,Pumpkin,"christinaricci hankharris brendablethyn dominiqueswain anthonyabrams,adamlarsonbroder C o m e d y   D r a m a   R o m a n c e"
3908,Urban Legends: Final Cut,jennifermorrison matthewdavis hartbochner lorettadevine johnottman H o r r o r
2590,Hideous Kinky,katewinslet saïdtaghmaoui bellariza carriemullan gilliesmackinnon D r a m a
94299,Elsewhere,annakendrick paulwesley taniaraymonde chuckcarter nathanhope C r i m e   D r a m a   T h r i l l e r
137857,The Jungle Book,neelsethi billmurray benkingsley idriselba jonfavreau A d v e n t u r e   D r a m a   F a n t a s y
5833,Dog Soldiers,seanpertwee kevinmckidd emmacleasby liamcunningham neilmarshall A c t i o n   H o r r o r
107069,Lone Survivor,markwahlberg taylorkitsch emilehirsch benfoster peterberg A c t i o n   D r a m a   T h r i l l e r   W a r
113604,If I Stay,chloëgracemoretz mireilleenos jamieblackley joshualeonard r.j.cutler D r a m a
7285,Thirteen,nikkireed evanrachelwood vanessahudgens hollyhunter catherinehardwicke D r a m a
26391,"New York, New York",lizaminnelli robertdeniro lionelstander barryprimus martinscorsese D r a m a   M u s i c a l   R o m a n c e
99,Heidi Fleiss: Hollywood Madam,nickbroomfield ninaxiningzuo madamalex corinnebohrer nickbroomfield D o c u m e n t a r y
129659,"McFarland, USA",kevincostner ramirorodriguez carlospratts johnnyortiz nikicaro D r a m a
2079,Kidnapped,fernandocayo manuelavellés anawagener guillermobarrientos miguelángelvivas A d v e n t u r e   C h i l d r e n   D r a m a
665,Underground,predrag'miki'manojlovic lazarristovski mirjanajokovic slavkostimac emirkusturica C o m e d y   D r a m a   W a r
4879,High Heels and Low Lifes,minniedriver marymccormack kevinmcnally markwilliams melsmith A c t i o n   C o m e d y   C r i m e   D r a m a
7299,Monsieur Ibrahim,omarsharif pierreboulanger gilbertmelki isabellerenauld françoisdupeyron D r a m a
1809,Fireworks,takeshikitano kayokokishimoto renosugi susumuterajima takeshikitano C r i m e   D r a m a
91126,War Horse,jeremyirvine petermullan emilywatson nielsarestrup stevenspielberg D r a m a   W a r
3830,Psycho Beach Party,laurenambrose thomasgibson nicholasbrendon kimberleydavies robertleeking C o m e d y   H o r r o r   T h r i l l e r
117466,In the Heart of the Sea,chrishemsworth benjaminwalker cillianmurphy brendangleeson ronhoward A c t i o n   A d v e n t u r e   D r a m a
30894,White Noise,michaelkeaton chandrawest deborahkaraunger ianmcneice geoffreysax D r a m a   H o r r o r   M y s t e r y   S c i - F i   T h r i l l e r
2440,Another Day in Paradise,jameswoods melaniegriffith vincentkartheiser natashagregsonwagner larryclark D r a m a
58879,Shine a Light,mickjagger keithrichards charliewatts ronniewood martinscorsese D o c u m e n t a r y   M u s i c a l   I M A X
73266,Youth in Revolt,michaelcera portiadoubleday jeansmart zachgalifianakis miguelarteta C o m e d y   D r a m a   R o m a n c e
55267,Dan in Real Life,stevecarell juliettebinoche danecook alisonpill peterhedges C o m e d y   D r a m a   R o m a n c e
47423,Half Nelson,ryangosling jefflima shareekaepps nathancorbett ryanfleck D r a m a
228,Destiny Turns on the Radio,dylanmcdermott nancytravis jameslegros quentintarantino jackbaran C o m e d y
2725,Twin Falls Idaho,markpolish michaelpolish michelehicks jongries michaelpolish D r a m a
731,Heaven's Prisoners,alecbaldwin kellylynch marystuartmasterson ericroberts philjoanou C r i m e   T h r i l l e r
166643,Hidden Figures,tarajip.henson octaviaspencer janellemonáe kevincostner theodoremelfi D r a m a
6358,Kiss Me Kate,kathryngrayson howardkeel annmiller keenanwynn georgesidney C o m e d y   M u s i c a l   R o m a n c e
66665,Away We Go,johnkrasinski mayarudolph carmenejogo catherineo'hara sammendes C o m e d y   D r a m a   R o m a n c e
6820,Ginger Snaps,emilyperkins katharineisabelle krislemche mimirogers johnfawcett D r a m a   H o r r o r   T h r i l l e r
998,Set It Off,jadapinkettsmith queenlatifah vivicaa.fox kimberlyelise f.garygray A c t i o n   C r i m e
72043,Monsters vs Aliens: Mutant Pumpkins from Outer Space,reesewitherspoon sethrogen hughlaurie willarnett peterramsey A n i m a t i o n   C o m e d y   S c i - F i
220,Castle Freak,jeffreycombs barbaracrampton jonathanfuller jessicadollarhide stuartgordon H o r r o r
